"","time","city","loan"
"1466","2010","EBENSBURG",141553
"1467","2010","SPOKANE",283705
"1468","2010","CHANUTE",153659
"1469","2010","BETHLEHEM",216396
"1470","2010","SAINT PAUL",326407
"1471","2010","GRUNDY",284372
"1472","2010","CLAYTON",301839
"1473","2010","CHARLESTON",213934
"1474","2010","WINTER PARK",257005
"1475","2010","KIRKSVILLE",216457
"1476","2010","SEATTLE",346483
"1477","2010","HATTIESBURG",332574
"1478","2010","MOUNT CLEMENS",375139
"1479","2010","GURNEE",389779
"1480","2010","CHICAGO",182121
"1481","2010","ATLANTA",235546
"1482","2010","EDEN PRAIRIE",365089
"1483","2010","STERLING",117208
"1484","2010","MOUNT PLEASANT",336866
"1485","2010","AMESBURY",338362
"1486","2010","ALHAMBRA",368137
"1487","2010","NEW CASTLE",317018
"1488","2010","PEACHTREE CITY",254426
"1489","2010","VANCOUVER",234509
"1490","2010","WEST PALM BEACH",283554
"1491","2010","FORT MYERS",233922
"1492","2010","QUINCY",314475
"1493","2010","DULUTH",323865
"1494","2010","RAYNHAM",267447
"1495","2010","ELKTON",379919
"1496","2010","DALLAS",257585
"1497","2010","NEWPORT BEACH",323682
"1498","2010","NEW YORK",298556
"1499","2010","EVANSVILLE",227650
"1500","2010","THE WOODLANDS",316278
"1501","2010","MINNETONKA",312793
"1502","2010","INDIANAPOLIS",311402
"1503","2010","LEXINGTON",275790
"1504","2010","CARMEL",125996
"1505","2010","CITY OF INDUSTRY",310943
"1506","2010","COLORADO SPRINGS",56363
"1507","2010","MOUNT LAUREL",359287
"1508","2010","BELMONT",343600
"1509","2011","SIDNEY",281187
"1510","2011","OKLAHOMA CITY",315228
"1511","2011","MARSHALL",384758
"1512","2011","MISSION",345138
"1513","2011","PIERCE",338786
"1514","2011","GIRARD",338570
"1515","2011","GOODLAND",132490
"1516","2011","BUTLER",292884
"1517","2011","HAWKINSVILLE",187637
"1518","2011","MACON",274873
"1519","2011","MOULTRIE",181303
"1520","2011","GAINESVILLE",239738
"1521","2011","NATCHEZ",187057
"1522","2011","MAGEE",365009
"1523","2011","PELL CITY",117518
"1524","2011","LAVONIA",200944
"1525","2011","SPRINGFIELD",957486
"1526","2011","BARTLETT",176819
"1527","2011","BATESVILLE",233023
"1528","2011","BROWNSVILLE",188763
"1529","2011","DEMING",146489
"1530","2011","MANISTIQUE",401246
"1531","2011","SAINT MICHAEL",241129
"1532","2011","FORT WALTON BEACH",150154
"1533","2011","CORTLAND",290043
"1534","2011","CHATTANOOGA",267765
"1535","2011","PETERSBURG",313056
"1536","2011","HALLS",144118
"1537","2011","WATERLOO",143672
"1538","2011","LIVINGSTON",208764
"1539","2011","DAVENPORT",313064
"1540","2011","MEDFORD",330826
"1541","2011","WAUKESHA",359753
"1542","2011","POWHATAN",224373
"1543","2011","DURANT",120805
"1544","2011","JEFFERSON CITY",169933
"1545","2011","HARTFORD CITY",199322
"1546","2011","LA GRANGE",286170
"1547","2011","HORICON",451270
"1548","2011","PALATINE",178877
"1549","2011","GRAND RAPIDS",373559
"1550","2011","WAUKEGAN",322713
"1551","2011","MUSCATINE",316115
"1552","2011","MONTICELLO",200741
"1553","2011","EATONTON",235373
"1554","2011","BLYTHEVILLE",305100
"1555","2011","OAK BROOK",677077
"1556","2011","FENTON",205892
"1557","2011","MALAD CITY",138253
"1558","2011","OXFORD",177517
"1559","2011","SALISBURY",344315
"1560","2011","HOWELL",208844
"1561","2011","GREENWOOD VILLAGE",49113
"1562","2011","KANSAS CITY",209068
"1563","2011","NEWFIELD",333132
"1564","2011","INDEPENDENCE",288217
"1565","2011","HOLLY SPRINGS",41218
"1566","2011","RAWLINS",82615
"1567","2011","EBENSBURG",133685
"1568","2011","SPOKANE",268131
"1569","2011","CHANUTE",150188
"1570","2011","BETHLEHEM",210584
"1571","2011","SAINT PAUL",241603
"1572","2011","CHARLESTON",221288
"1573","2011","KIRKSVILLE",217345
"1574","2011","GURNEE",331394
"1575","2011","WALHALLA",227330
"1576","2011","CHICAGO",144183
"1577","2011","ATLANTA",220173
"1578","2011","TRAVELERS REST",305619
"1579","2011","STERLING",112938
"1580","2011","DAVIE",351729
"1581","2011","ROLLING MEADOWS",399680
"1582","2011","ALHAMBRA",322587
"1583","2011","NEW CASTLE",316893
"1584","2011","PEACHTREE CITY",232200
"1585","2011","VANCOUVER",222135
"1586","2011","WEST PALM BEACH",226788
"1587","2011","FLORENCE",306259
"1588","2011","FORT MYERS",201429
"1589","2011","QUINCY",294340
"1590","2011","DULUTH",316849
"1591","2011","SEVIERVILLE",310796
"1592","2011","CHANTILLY",306876
"1593","2011","CLAYTON",382677
"1594","2011","DALLAS",259567
"1595","2011","NEWPORT BEACH",296620
"1596","2011","CLINTON",328338
"1597","2011","PHILADELPHIA",242710
"1598","2011","MINNETONKA",330941
"1599","2011","LEXINGTON",264932
"1600","2011","CARMEL",128790
"1601","2011","MOCKSVILLE",307907
"1602","2011","TOWN AND COUNTRY",264060
"1603","2011","FITCHBURG",356518
"1604","2011","CITY OF INDUSTRY",312363
"1605","2011","COLORADO SPRINGS",67221
"1606","2011","MOUNT LAUREL",393192
"1607","2011","LACEY",315100
