"","co","name","time","city","loan","atot"
"15177","1416439","RELIABLE CMNTY BSHRS","2010","PERRYVILLE",595141,"825891"
"15178","1416523","BRIDGE BC","2010","BRIDGEHAMPTON",504060,"1026274"
"15179","1416578","LEGEND BC","2010","BOWIE",307615,"547806"
"15180","1417333","STATE BSHRS","2010","FARGO",1792389,"2112588"
"15181","1426755","FIRST NATIONAL SECURITY CO","2010","HOT SPRINGS",609145,"1000077"
"15182","1427239","EASTERN BK CORP","2010","BOSTON",3934107,"7568848"
"15183","1427275","STEARNS FNCL SVC","2010","SAINT CLOUD",989934,"1405248"
"15184","1427501","COMMUNITY BSHRS","2010","GREENWOOD VILLAGE",1263543,"1661948"
"15185","1471849","BLUE VALLEY BC","2010","OVERLAND PARK",500616,"723101"
"15186","1471960","BROTHERHOOD BSHRS","2010","KANSAS CITY",245623,"505969"
"15187","1472220","HIGH POINT BK CORP","2010","HIGH POINT",541618,"777991"
"15188","1478017","FIRST CMNTY BSHRS","2010","BLUEFIELD",1390901,"2244239"
"15189","1486517","CHINATRUST CAP CORP","2010","TORRANCE",1021775,"1521979"
"15190","1490701","JOHNSON FNCL GRP","2010","RACINE",3835230,"5264235"
"15191","1491351","MIDLAND STATES BANCORP","2010","EFFINGHAM",1048010,"1634322"
"15192","1491360","FIRST BK CORP","2010","FORT SMITH",1070154,"1579132"
"15193","1491409","HOME BSHRS","2010","CONWAY",2468150,"3762646"
"15194","1491913","BLACKHAWK BC","2010","BELOIT",338276,"540494"
"15195","1493560","SAVANNAH BC","2010","SAVANNAH",826562,"1066930"
"15196","1493654","CBS BANC CORP","2010","RUSSELLVILLE",587935,"1232503"
"15197","1562859","ALLY FNCL","2010","DETROIT",113824000,"172011000"
"15198","1823345","BLACKHAWK BC","2010","MILAN",407589,"872409"
"15199","1823608","MARINE BC","2010","SPRINGFIELD",467752,"583782"
"15200","1827893","NI BSHRS CORP","2010","SYCAMORE",331202,"561877"
"15201","1830240","1ST SUMMIT BC OF JOHNSTOWN","2010","JOHNSTOWN",355576,"679487"
"15202","1830361","NEWFIELD BC","2010","NEWFIELD",335110,"479391"
"15203","1832048","CENTRAL CMNTY CORP","2010","TEMPLE",601263,"1109781"
"15204","1833997","JEFF DAVIS BSHRS","2010","JENNINGS",287228,"537475"
"15205","1838590","FIRST BC","2010","INVERNESS",225000,"505773"
"15206","1838974","COMMERCE NAT FNCL SVC","2010","LUBBOCK",397849,"710430"
"15207","1839319","PRIVATEBANCORP","2010","CHICAGO",9444998,"12465621"
"15208","1842421","UNITED NAT CORP","2010","SIOUX FALLS",1248024,"1682620"
"15209","1843062","HAPPY BSHRS","2010","CANYON",992743,"1579234"
"15210","1843080","CATHAY GEN BC","2010","LOS ANGELES",6863873,"10801986"
"15211","1848003","CASCADE BC","2010","BEND",1223711,"1716458"
"15212","1860863","CBX CORP","2010","CARROLLTON",643093,"950583"
"15213","1862036","GUARANTY BSHRS","2010","MOUNT PLEASANT",531936,"971832"
"15214","1866155","PEOPLESSOUTH BSHRS","2010","COLQUITT",342101,"560668"
"15215","1871618","MCINTOSH BSHRS","2010","JACKSON",230013,"340014"
"15216","1883693","BOK FC","2010","TULSA",10875862,"23889868"
"15217","1885307","COMMUNITY TR FC","2010","RUSTON",1423236,"1887468"
"15218","1888193","WILMINGTON TR CORP","2010","WILMINGTON",7574907,"11033527"
"15219","1891317","BLUE RIDGE BSHRS","2010","INDEPENDENCE",306083,"465411"
"15220","1902651","MERIDIAN FNCL SVCS","2010","EAST BOSTON",1197095,"1973771"
"15221","1917600","HENDERSON CITIZENS BSHRS","2010","HENDERSON",457453,"869457"
"15222","1919770","BIG SANDY HC","2010","LIMON",985048,"1151558"
"15223","1938865","SOUTHEASTERN BK FC","2010","AUGUSTA",886871,"1607727"
"15224","1944204","MID PENN BC","2010","MILLERSBURG",467735,"637457"
"15225","1947045","NATIONAL BC","2010","SCHAUMBURG",372589,"542907"
"15226","1947102","TWO RIVERS FNCL GRP","2010","BURLINGTON",427974,"703688"
"15227","1951350","CITIGROUP","2010","NEW YORK",678662000,"1913902000"
"15228","1951770","EAGLE FNCL SVC","2010","BERRYVILLE",408449,"558840"
"15229","1966671","WHITAKER BC","2010","LEXINGTON",1163800,"2031071"
"15230","1971693","UNION FIRST MKT BSHRS CORP","2010","RICHMOND",2911227,"3839473"
"15231","1974443","PEOPLES BC","2010","EASLEY",340712,"541070"
"15232","1978713","NORTHWEST FC","2010","ARNOLDS PARK",976889,"1265188"
"15233","1983977","FIRST CMNTY BSHRS","2010","OVERLAND PARK",469733,"620244"
"15234","1988646","FIRST BC","2010","LEBANON",961967,"1171491"
"15235","1995103","WINTER TR OF 12/3/74","2010","LAWRENCE",402588,"606334"
"15236","1995523","M&F BC","2010","HOLLY SPRINGS",47807,"85121"
"15237","2003975","GLACIER BC","2010","KALISPELL",3825501,"6759287"
"15238","2004141","WILSON BHC","2010","LEBANON",1103113,"1484116"
"15239","2007647","PREMIER FNCL BC","2010","HUNTINGTON",727441,"1183251"
"15240","2012315","VILLAGES BC","2010","THE VILLAGES",393670,"1225465"
"15241","2012436","OHIO VALLEY BC","2010","GALLIPOLIS",641322,"851514"
"15242","2033226","SOUTH PLAINS FNCL","2010","LUBBOCK",1565762,"2042857"
"15243","2038409","HAWTHORN BSHRS","2010","LEES SUMMIT",898473,"1200209"
"15244","2040288","JEFFERSON CTY BSHRS","2010","FESTUS",562821,"784410"
"15245","2043346","CARBON CTY HC","2010","RAWLINS",101359,"168687"
"15246","2049302","INTERVEST BSHRS CORP","2010","NEW YORK",1337326,"2070868"
"15247","2052777","MABREY BC","2010","OKMULGEE",588833,"707402"
"15248","2066868","BANC ED CORP","2010","EDWARDSVILLE",734750,"1499428"
"15249","2066886","ROGERS BSHRS","2010","LITTLE ROCK",764946,"1292686"
"15250","2067007","ALERUS FC","2010","GRAND FORKS",633535,"1114919"
"15251","2067959","MAINLINE BC","2010","EBENSBURG",141553,"247968"
"15252","2078816","COLUMBIA BKG SYS","2010","TACOMA",2439624,"4256402"
"15253","2088329","NORTHWEST BC","2010","SPOKANE",283705,"394575"
"15254","2107707","DICKINSON FC II","2010","KANSAS CITY",1320276,"2587501"
"15255","2112439","INDUSTRY BSHRS","2010","INDUSTRY",432371,"1494848"
"15256","2114938","RIVER VALLEY BC","2010","DAVENPORT",532106,"834290"
"15257","2121552","FIDELITY BC","2010","PITTSBURGH",367993,"694117"
"15258","2124795","SOUTHEAST BSHRS","2010","CHANUTE",153659,"271407"
"15259","2125813","QCR HOLD","2010","MOLINE",1172539,"1836635"
"15260","2126977","BANNER CORP","2010","WALLA WALLA",3403014,"4405980"
"15261","2127657","FIRST TR CORP","2010","NEW ORLEANS",564284,"867929"
"15262","2128917","LAKESIDE BC","2010","CHICAGO",942633,"1044596"
"15263","2132932","NEW YORK CMNTY BC","2010","WESTBURY",29213916,"41160281"
"15264","2142445","WHITMAN BC","2010","COLFAX",524559,"683244"
"15265","2146359","COLOEAST BSHRS","2010","LAMAR",527739,"858985"
"15266","2149622","NATIONAL BK INDIANAPOLIS CORP","2010","INDIANAPOLIS",901744,"1441395"
"15267","2158156","CENTRAL BSHRS","2010","LEXINGTON",1769985,"2192013"
"15268","2161165","FIRST STAR BC","2010","BETHLEHEM",216396,"487164"
"15269","2162966","MORGAN STANLEY","2010","NEW YORK",41209000,"807698000"
"15270","2166124","HERITAGE FC","2010","OLYMPIA",1002546,"1367684"
"15271","2169871","SOUTHERN UT BC","2010","CEDAR CITY",427355,"671925"
"15272","2173720","AMERICAN BC","2010","SAINT PAUL",326407,"485640"
"15273","2176413","MIDDLEBURG FC","2010","MIDDLEBURG",718673,"1104487"
"15274","2181426","UNITY BC","2010","CLINTON",615936,"818416"
"15275","2183493","C&F FC","2010","WEST POINT",699329,"903143"
"15276","2184164","DORAL FNCL CORP","2010","SAN JUAN",5907840,"8646354"
"15277","2193906","DEARBORN BC","2010","DEARBORN",738607,"915684"
"15278","2217503","MESABA BSHRS","2010","GRAND RAPIDS",632250,"749404"
"15279","2227687","MINERS & MRCH BC","2010","GRUNDY",284372,"493234"
"15280","2233950","OLNEY BSHRS OF TX","2010","OLNEY",1378397,"1670529"
"15281","2235598","UNITED BC","2010","OSSEO",486821,"672254"
"15282","2237118","NORTHWEST IN BC","2010","MUNSTER",418655,"631053"
"15283","2242523","DL EVANS BC","2010","BURLEY",575872,"940462"
"15284","2244545","CITCO CMNTY BSHRS","2010","ELIZABETHTON",448073,"592484"
"15285","2246053","TRUMAN BC","2010","CLAYTON",301839,"388875"
"15286","2253529","HERITAGE OAKS BC","2010","PASO ROBLES",686698,"982612"
"15287","2254508","CB&T HC","2010","NEW ORLEANS",497187,"576974"
"15288","2256539","MOUNTAIN WEST FC","2010","HELENA",509283,"714248"
"15289","2260406","WINTRUST FC","2010","ROSEMONT",10330235,"13968074"
"15290","2270254","FALCON BSHRS","2010","LAREDO",616631,"869756"
"15291","2277860","CAPITAL ONE FC","2010","MCLEAN",126550123,"197503411"
"15292","2290560","STEWARDSHIP FNCL CORP","2010","MIDLAND PARK",461553,"688127"
"15293","2291624","BANK OF KY FNCL CORP","2010","CRESTVIEW HILLS",1121288,"1664884"
"15294","2291727","UNITED BKR BC","2010","BLOOMINGTON",273371,"643521"
"15295","2291914","IBERIABANK CORP","2010","LAFAYETTE",6123194,"10030723"
"15296","2293329","PROSPERITY BKG CO","2010","SAINT AUGUSTINE",552193,"844429"
"15297","2294812","DIAMOND BANCORP","2010","WASHINGTON",695940,"802532"
"15298","2297701","BANK OF SC CORP","2010","CHARLESTON",213934,"280583"
"15299","2303910","ENTERPRISE FS CORP","2010","CLAYTON",1893587,"2800225"
"15300","2307280","UTRECHT-AMERICA HOLDS","2010","NEW YORK",27114328,"42744162"
"15301","2312837","AMERICAN RIVER BSHRS","2010","RANCHO CORDOVA",346315,"578940"
"15302","2314327","VALLEY FC","2010","ROANOKE",544294,"767588"
"15303","2320618","OCONOMOWOC BSHRS","2010","OCONOMOWOC",490199,"739419"
"15304","2321419","PSB HOLDS","2010","WAUSAU",440196,"621434"
"15305","2322304","FIRST MARINER BC","2010","BALTIMORE",952030,"1311973"
"15306","2324111","NORTHEAST BC","2010","LEWISTON",369428,"644837"
"15307","2324429","ROYAL BSHRS OF PA","2010","NARBERTH",526475,"980626"
"15308","2325350","LONE STAR NAT BSHRS TX","2010","MCALLEN",1227398,"2093711"
"15309","2326629","ANB CORP","2010","TERRELL",1116720,"2207727"
"15310","2327541","SUBURBAN IL BC","2010","ELMHURST",449890,"623963"
"15311","2336806","SBCP BC","2010","CROSS PLAINS",609528,"798542"
"15312","2337081","PASSUMPSIC BC","2010","SAINT JOHNSBURY",452677,"577399"
"15313","2337401","FIRST CMNTY CORP","2010","LEXINGTON",329954,"600088"
"15314","2339133","GREAT SOUTHERN BC","2010","SPRINGFIELD",1940873,"3413389"
"15315","2339656","FIRST EVANSTON BC","2010","EVANSTON",468228,"606406"
"15316","2344799","METROCORP BSHRS","2010","HOUSTON",1144310,"1559570"
"15317","2345068","LEGACYTEXAS GRP","2010","PLANO",1067040,"1537825"
"15318","2349468","FIRST BSHRS","2010","WINTER PARK",257005,"352388"
"15319","2349486","FIRST SOUTHERN BC","2010","BOCA RATON",347687,"834353"
"15320","2349815","WESTERN ALLI BC","2010","PHOENIX",4240542,"6193883"
"15321","2352226","LIBERTY BSHRS","2010","SPRINGFIELD",850653,"974049"
"15322","2352280","ROCKHOLD BANCORP","2010","KIRKSVILLE",216457,"450954"
"15323","2356073","COMMUNITY BK SHARES OF IN","2010","NEW ALBANY",514165,"803175"
"15324","2360454","STOCKMENS FC","2010","RAPID CITY",400865,"822278"
"15325","2364573","VIKING FS CORP","2010","SEATTLE",346483,"434926"
"15326","2365356","NORWOOD FNCL","2010","HONESDALE",356955,"537119"
"15327","2367921","TOMPKINS FNCL CORP","2010","ITHACA",1910358,"3260343"
"15328","2368106","SNBNY HOLD","2010","GIBRALTAR",1520309,"3991285"
"15329","2380443","GOLDMAN SACHS GROUP THE","2010","NEW YORK",47186000,"911330000"
"15330","2385493","FIRST BSHRS","2010","HATTIESBURG",332574,"503045"
"15331","2388878","BEACON BC","2010","TAUNTON",894077,"1237452"
"15332","2389941","TCF FC","2010","WAYZATA",14788304,"18490648"
"15333","2391270","HIGHLANDS BSHRS","2010","ABINGDON",450594,"656724"
"15334","2406174","WASHINGTON BKG CO","2010","OAK HARBOR",1210005,"1705231"
"15335","2427665","MACON BC","2010","FRANKLIN",715313,"1025329"
"15336","2429838","SHORE BSHRS","2010","EASTON",895404,"1130311"
"15337","2443526","COMMUNITY CENTRAL BK CORP","2010","MOUNT CLEMENS",375139,"476859"
"15338","2454380","ARBOR BC","2010","ANN ARBOR",489931,"691286"
"15339","2460569","NVE BC MHC","2010","ENGLEWOOD",307782,"679024"
"15340","2461016","ENTERPRISE BC","2010","LOWELL",1143346,"1397321"
"15341","2465519","UFS BC","2010","WHITINSVILLE",530692,"1059236"
"15342","2465528","ASSABET VALLEY BC","2010","HUDSON",681244,"995147"
"15343","2467474","ADIRONDACK BC","2010","UTICA",313665,"526387"
"15344","2467689","COMMERCE BSHRS CORP","2010","WORCESTER",715595,"1224269"
"15345","2477754","INVESTORS BC MHC","2010","SHORT HILLS",8042240,"9581998"
"15346","2482196","HOMETOWN BC","2010","GRAND ISLAND",476330,"810177"
"15347","2485487","MERCHANTS BC","2010","HILLSBORO",440529,"570092"
"15348","2485807","OMNI BSHRS","2010","METAIRIE",524874,"735731"
"15349","2490575","ORIENTAL FNCL GRP","2010","SAN JUAN",1853286,"7312777"
"15350","2492485","ROBERTSON HC LP","2010","HARROGATE",604018,"849635"
"15351","2495039","TAYLOR CAP GRP","2010","ROSEMONT",3094358,"4483854"
"15352","2497202","SOUTHCREST FNCL GRP","2010","PEACHTREE CITY",363102,"621500"
"15353","2497462","DCB FNCL CORP","2010","LEWIS CENTER",425617,"565105"
"15354","2502049","STELLARONE CORP","2010","CHARLOTTESVILLE",2151719,"2940503"
"15355","2507790","CAROLINA FC","2010","CHARLESTON",681214,"931141"
"15356","2509413","ROCKVILLE FNCL","2010","ROCKVILLE",1424886,"1677902"
"15357","2511014","PLATTE VALLEY FS CO","2010","SCOTTSBLUFF",514904,"637637"
"15358","2514239","MARATHON BKG CORP","2010","ASTORIA",527010,"838678"
"15359","2521509","FIRST SOUTH BC","2010","WASHINGTON",624916,"802498"
"15360","2523389","TRI-COUNTY FC","2010","WALDORF",662119,"885936"
"15361","2524788","COUNTY BC","2010","MANITOWOC",594334,"669892"
"15362","2532402","SINOPAC BC","2010","LOS ANGELES",917036,"1652358"
"15363","2533100","ALIKAT INV","2010","GURNEE",389779,"435878"
"15364","2545831","BNH FNCL","2010","LACONIA",698859,"1061215"
"15365","2557405","FOUR OAKS FINCORP","2010","FOUR OAKS",682254,"947204"
"15366","2560236","PACIFIC FC","2010","ABERDEEN",475824,"644253"
"15367","2560263","FIRST NAT CMNTY BC","2010","DUNMORE",761953,"1167298"
"15368","2568102","FIRST FINANCIAL BANC CORP","2010","EL DORADO",631694,"726714"
"15369","2568362","CASCADE FC","2010","EVERETT",993979,"1498334"
"15370","2582827","NORTHWAY FNCL","2010","NORTH CONWAY",524856,"831973"
"15371","2585761","FIRST CHICAGO BC","2010","CHICAGO",771843,"999274"
"15372","2589714","MSB MUTUAL HC","2010","WALL TOWNSHIP",477103,"800549"
"15373","2592714","HOMETOWN CMNTY BC","2010","MORTON",1571760,"2679871"
"15374","2595939","BUILDERS FC","2010","CHICAGO",182121,"307948"
"15375","2603928","SAEHAN BC","2010","LOS ANGELES",477621,"590451"
"15376","2603991","OLYMPIC BC","2010","PORT ORCHARD",465830,"887862"
"15377","2608763","MERCANTILE BK CORP","2010","GRAND RAPIDS",1262631,"1632421"
"15378","2611718","AMBOY BC","2010","OLD BRIDGE",1565761,"2418312"
"15379","2618388","SUMMIT BANCORP","2010","ARKADELPHIA",715545,"1107041"
"15380","2618940","GUARANTY FED BSHRS","2010","SPRINGFIELD",517748,"682966"
"15381","2621548","TIMBERLAND BC","2010","HOQUIAM",535499,"722485"
"15382","2623430","NARRAGANSETT FNCL CORP","2010","FALL RIVER",521239,"734443"
"15383","2623524","PENSECO FNCL SVC CORP","2010","SCRANTON",615105,"916087"
"15384","2624398","FIRST MUTUAL RICHMOND","2010","RICHMOND",620801,"778612"
"15385","2626299","COMMUNITY W BSHRS","2010","GOLETA",593883,"667604"
"15386","2626691","EASTERN VA BSHRS","2010","TAPPAHANNOCK",774774,"1119956"
"15387","2634212","MOUNTAINONE FNCL PARTNERS MHC","2010","NORTH ADAMS",493871,"827542"
"15388","2634490","INTERMOUNTAIN CMNTY BC","2010","SANDPOINT",579145,"1006374"
"15389","2634696","MACATAWA BC","2010","HOLLAND",1219733,"1578261"
"15390","2634874","HERITAGE CMRC CORP","2010","SAN JOSE",857059,"1246369"
"15391","2640615","SOUTH VALLEY BC","2010","KLAMATH FALLS",649575,"846126"
"15392","2641694","FIRST COMMUNITY BSHRS","2010","BATESVILLE",545220,"712329"
"15393","2644341","BBVA COMPASS BSHRS","2010","BIRMINGHAM",40441825,"63326470"
"15394","2648693","FIRST NIAGARA FNCL GROUP","2010","BUFFALO",10521402,"21101945"
"15395","2651590","PEAPACK-GLADSTONE FC","2010","BEDMINSTER",932497,"1505425"
"15396","2652104","EAGLE BC","2010","BETHESDA",1756071,"2090187"
"15397","2665739","NATCOM BSHRS","2010","SUPERIOR",351365,"534496"
"15398","2682996","CARDINAL FC","2010","MCLEAN",1615349,"2072018"
"15399","2686659","ECB BC","2010","ENGELHARD",573505,"919869"
"15400","2687795","CAMBRIDGE FNCL GROUP","2010","CAMBRIDGE",1393860,"2188225"
"15401","2693273","SALISBURY BC","2010","LAKEVILLE",357553,"575470"
"15402","2697347","FVNB CORP","2010","VICTORIA",1295322,"1733353"
"15403","2704562","DANVERS BANCORP","2010","DANVERS",1785620,"2851946"
"15404","2705943","CNLBANCSHARES","2010","ORLANDO",1069204,"1446329"
"15405","2706735","TEXAS CAP BSHRS","2010","DALLAS",5906029,"6446179"
"15406","2710675","CAPITOL CITY BSHRS","2010","ATLANTA",235546,"295309"
"15407","2710796","ANDROSCOGGIN BC MHC","2010","LEWISTON",564869,"692938"
"15408","2721112","LAKE MI FC","2010","HOLLAND",800049,"976832"
"15409","2721596","VFSC","2010","EDEN PRAIRIE",365089,"424995"
"15410","2728157","BERKSHIRE BC","2010","NEW YORK",366305,"829897"
"15411","2728577","MACHIAS BC MHC","2010","MACHIAS",842097,"981184"
"15412","2731586","PACIFIC COAST BKR BSHRS","2010","WALNUT CREEK",179605,"532623"
"15413","2734064","INDEPENDENT ALLI BK","2010","FORT WAYNE",645876,"932371"
"15414","2734233","EAST W BC","2010","PASADENA",13694826,"20700642"
"15415","2737766","JACKSONVILLE BC","2010","JACKSONVILLE",526675,"653326"
"15416","2741156","CAPITAL BK CORP","2010","RALEIGH",1261471,"1586908"
"15417","2743235","RED RIVER BSHRS","2010","ALEXANDRIA",562711,"892646"
"15418","2744894","FIRST BC","2010","SAN JUAN",11935703,"15593076"
"15419","2745604","TOWER FC","2010","FORT WAYNE",489055,"659928"
"15420","2746049","CENTRAL BC","2010","SOMERVILLE",405590,"512331"
"15421","2747644","UMPQUA HC","2010","PORTLAND",6520884,"11674990"
"15422","2748995","PEOPLES UT BC","2010","AMERICAN FORK",591877,"842850"
"15423","2754585","COMMUNITY FIRST BSHRS","2010","HARRISON",371112,"556066"
"15424","2759900","LCNB CORP","2010","LEBANON",454991,"760134"
"15425","2762973","PACIFIC CONTINENTAL CORP","2010","EUGENE",859102,"1212238"
"15426","2767660","MILLENNIUM BSHRS CORP","2010","STERLING",117208,"196492"
"15427","2772990","AMERI-NATIONAL CORP","2010","OVERLAND PARK",403050,"774451"
"15428","2781910","FARMERS & MRCHS BC","2010","LODI",1176002,"1842028"
"15429","2784920","1ST CONSTITUTION BC","2010","CRANBURY",433207,"645135"
"15430","2787118","RELIANCE BSHRS","2010","DES PERES",972128,"1296025"
"15431","2794778","SOUTHCOAST FC","2010","MOUNT PLEASANT",336866,"478498"
"15432","2803719","MIDWEST BANKCENTRE","2010","SAINT LOUIS",660893,"1092872"
"15433","2805375","HCSB FC","2010","LORIS",445674,"787441"
"15434","2807614","METRO BC","2010","HARRISBURG",1397810,"2234497"
"15435","2809560","COCONUT GROVE BSHRS","2010","MIAMI",349628,"602282"
"15436","2810285","SOUTH CENTRAL BSHRS OF KY","2010","GLASGOW",624860,"893173"
"15437","2816906","TAUNUS CORP","2010","NEW YORK",47795000,"372588000"
"15438","2818245","PEOPLES BC OF NC","2010","NEWTON",729974,"1067651"
"15439","2820211","METROPOLITAN BK HOLD CORP","2010","NEW YORK",447398,"582498"
"15440","2835475","NORWAY BC MHC","2010","NORWAY",789016,"948018"
"15441","2835514","BOILING SPRINGS MHC","2010","RUTHERFORD",941571,"1357741"
"15442","2836801","FIRST SCTY GRP","2010","CHATTANOOGA",727091,"1168548"
"15443","2836883","NEXITY FC","2010","BIRMINGHAM",360155,"796101"
"15444","2838159","PROVIDENT BC","2010","AMESBURY",338362,"498668"
"15445","2847115","SANTANDER BC","2010","GUAYNABO",5485377,"6860984"
"15446","2849799","SOUTHERN FIRST BSHRS","2010","GREENVILLE",572392,"737204"
"15447","2856014","LEADERS GRP","2010","OAK BROOK",507198,"630284"
"15448","2856377","VIRGINIA CMRC BC","2010","ARLINGTON",2222082,"2741648"
"15449","2856498","CENTRA FNCL HOLD","2010","MORGANTOWN",1059268,"1374696"
"15450","2858773","FIDELITY D&D BC INC","2010","DUNMORE",416278,"561678"
"15451","2858951","BANCORP","2010","WILMINGTON",1619195,"2395722"
"15452","2860431","1ST UNITED BC","2010","BOCA RATON",865539,"1267751"
"15453","2861492","HARLEYSVILLE SVG FNCL CORP","2010","HARLEYSVILLE",507763,"856741"
"15454","2867542","PREMIERWEST BC","2010","MEDFORD",977724,"1413690"
"15455","2868129","CENTERSTATE BK","2010","DAVENPORT",1130619,"2063319"
"15456","2868950","MIDLAND BSHRS","2010","MIDLAND",355703,"621636"
"15457","2869733","PACIFIC MERC BC","2010","COSTA MESA",752781,"1015871"
"15458","2875332","PACWEST BC","2010","LOS ANGELES",4108149,"5534431"
"15459","2880626","FIRST NORTHERN CMNTY BC","2010","DIXON",455399,"737217"
"15460","2891006","REGENT BC","2010","DAVIE",414976,"519347"
"15461","2894230","DISCOUNT BC","2010","NEW YORK",3923714,"9319216"
"15462","2896458","BANCORP RHODE ISLAND","2010","PROVIDENCE",1155489,"1603311"
"15463","2900261","HANMI FC","2010","LOS ANGELES",2267126,"2907148"
"15464","2902005","FLORIDA CMTY BSHRS","2010","OCALA",334456,"539383"
"15465","2907822","MBT FC","2010","MONROE",753860,"1259377"
"15466","2914857","SOMERSET TR HC","2010","SOMERSET",361470,"642926"
"15467","2916169","TENNESSEE CMRC BC","2010","FRANKLIN",1229811,"1453166"
"15468","2925657","PINNACLE FNCL PTNR","2010","NASHVILLE",3228644,"4909004"
"15469","2934305","NORTHFIELD MHC","2010","NORTHFIELD",434040,"629919"
"15470","2935142","BOU BC","2010","OGDEN",445062,"746890"
"15471","2935405","CENTRAL VALLEY CMNTY BC","2010","FRESNO",431597,"777594"
"15472","2937100","CONNECTICUT MUTUAL HOLDING CO","2010","WINSTED",401704,"689091"
"15473","2938349","FOSTER BSHRS","2010","ROLLING MEADOWS",479641,"533820"
"15474","2938451","BARCLAYS DE HOLDS LLC","2010","WILMINGTON",10379572,"14345503"
"15475","2942702","STURM FNCL GROUP INC","2010","DENVER",713332,"1945874"
"15476","2943473","CAROLINA BK HOLD","2010","GREENSBORO",514029,"676701"
"15477","2944144","INLAND BC","2010","OAK BROOK",806473,"1240353"
"15478","2945824","METLIFE","2010","NEW YORK",83341362,"730905863"
"15479","2947435","BBVAPR HC","2010","SAN JUAN",3557422,"4833090"
"15480","2947882","NATIONAL BSHRS","2010","BETTENDORF",663001,"1183303"
"15481","2961879","BBCN BC","2010","LOS ANGELES",2174672,"2963297"
"15482","2962737","NORTH TX BSHRS","2010","DALLAS",534926,"879596"
"15483","2976396","SIERRA BC","2010","PORTERVILLE",805653,"1286572"
"15484","2981831","SOUTHERN CMNTY FC","2010","WINSTON-SALEM",1136067,"1653398"
"15485","3001156","GULFSTREAM BSHRS","2010","STUART",397219,"553414"
"15486","3003178","CENTER FC","2010","LOS ANGELES",1645230,"2270482"
"15487","3004689","WACCAMAW BSHRS","2010","WHITEVILLE",411951,"560568"
"15488","3005332","FNB CORP","2010","HERMITAGE",6100855,"8959915"
"15489","3009666","TFC HC","2010","ALHAMBRA",368137,"424960"
"15490","3012554","HAMPTON ROADS BSHRS","2010","NORFOLK",1981266,"2900156"
"15491","3015975","UNITED SCTY BSHRS","2010","FRESNO",441045,"678210"
"15492","3017326","AMERIANA BC","2010","NEW CASTLE",317018,"429080"
"15493","3019339","GEORGIA BSHRS","2010","PEACHTREE CITY",254426,"352687"
"15494","3021800","PARAGON CMRL CORP","2010","RALEIGH",856651,"1174396"
"15495","3023466","EAST ASIA HC","2010","NEW YORK",591723,"721811"
"15496","3025385","NORTHRIM BC","2010","ANCHORAGE",693901,"1054529"
"15497","3027709","CRESCENT FNCL BSHRS","2010","RALEIGH",682493,"973029"
"15498","3030307","LANDMARK BC INC","2010","MANHATTAN",324211,"561545"
"15499","3030688","TRAFALGAR HOLD LLC","2010","VANCOUVER",234509,"337032"
"15500","3031902","FCB FNCL CORP","2010","SAVANNAH",418551,"594039"
"15501","3035049","AMERICAN CMNTY FNCL","2010","WOODSTOCK",390271,"575120"
"15502","3047163","GRAND BSHRS","2010","WEST PALM BEACH",283554,"451434"
"15503","3047743","FNB BC","2010","SOUTH SAN FRANCISCO",484352,"715582"
"15504","3049617","NEW PEOPLES BSHRS","2010","HONAKER",707794,"852627"
"15505","3059504","INDIANA CMNTY BC","2010","COLUMBUS",755067,"1043318"
"15506","3063622","STIFEL FNCL CORP","2010","SAINT LOUIS",955930,"4213115"
"15507","3070312","FIRST RELIANCE BSHRS","2010","FLORENCE",355514,"530095"
"15508","3071122","JJR HOLD CO","2010","BRICK",416863,"525477"
"15509","3073779","SOUTHWEST FL CMNTY BC","2010","FORT MYERS",233922,"308966"
"15510","3098576","PLUMAS BC","2010","QUINCY",314475,"484480"
"15511","3101010","COMMUNITY FHC","2010","DULUTH",323865,"504535"
"15512","3101784","LIBERTY BSHRS","2010","JONESBORO",1603662,"2543397"
"15513","3103603","NICOLET BSHRS","2010","GREEN BAY",519095,"674281"
"15514","3104570","BANKSHARES","2010","WINTER PARK",303997,"600754"
"15515","3104730","MIDCAROLINA FC","2010","BURLINGTON",402787,"531200"
"15516","3104860","FCB FL BC","2010","ORLANDO",462116,"579430"
"15517","3108194","COMMUNITY FIRST","2010","COLUMBIA",511256,"668276"
"15518","3109070","NORTH STATE BC","2010","RALEIGH",550995,"633864"
"15519","3109904","ACCESS NAT CORP","2010","RESTON",573773,"831824"
"15520","3110366","NOVA FNCL HOLD","2010","BERWYN",382648,"620604"
"15521","3114748","MOUNTAIN NAT BSHRS","2010","SEVIERVILLE",372975,"557915"
"15522","3121193","INDEPENDENT HOLDINGS","2010","MEMPHIS",683776,"793516"
"15523","3122051","WESTSTAR BHC","2010","EL PASO",602478,"880986"
"15524","3123638","ALLIANCE BSHRS CORP","2010","CHANTILLY",332310,"538511"
"15525","3133637","PROVIDENT FNCL SVC","2010","JERSEY CITY",4409813,"6824528"
"15526","3134102","BRIDGEWATER FIN MHC","2010","RAYNHAM",267447,"496466"
"15527","3135190","CECIL BC","2010","ELKTON",379919,"487323"
"15528","3137970","NEW ENGLAND BSHRS","2010","ENFIELD",525824,"678113"
